maturity_days,strike_over_forward,scenario,fee_bps,rebalance_days,strategy,mse,mean_error,error_variance,mean_fees,top1pct_loss_share,max_abs_error,n_paths
63,1.0,reference,10,5,BS,1.9913937736016298,0.11752100052004208,1.977582588038398,0.22321721555414215,0.11650007739461811,6.319671212537088,4096
63,1.0,reference,10,5,Heston,2.3711676542311455,0.16831911573204006,2.3428363295103294,0.22859950500564363,0.10890309691230506,6.243422531301044,4096
63,1.0,reference,10,5,Adjusted,1.8901156283309124,0.06680188297137893,1.8856531367623908,0.21990038449625346,0.1198440251471745,6.453531675984202,4096
63,1.0,kappa_minus20,0,1,BS,1.253327720097741,0.3477974027861862,1.1323646867129245,0.0,0.07325983213862763,4.516297015523596,4096
63,1.0,kappa_minus20,0,1,Heston,1.6678625434262995,0.4065359548847906,1.502591060812211,0.0,0.06464016586609829,5.034956112649297,4096
63,1.0,kappa_minus20,0,1,Adjusted,1.1129667288112928,0.2916916747608867,1.0278826956864817,0.0,0.0801440431151314,4.077142629401941,4096
63,1.0,kappa_minus20,0,5,BS,2.0942891463397206,0.3417718243938712,1.9774811663902057,0.0,0.0989141740749102,5.983085504407796,4096
63,1.0,kappa_minus20,0,5,Heston,2.5586133781638463,0.401385131790408,2.3975033541414428,0.0,0.09188604192001289,6.059308002185137,4096
63,1.0,kappa_minus20,0,5,Adjusted,1.9341544109445943,0.28491945454338674,1.8529753153672934,0.0,0.10406855161558096,6.166494045045759,4096
63,1.0,kappa_minus20,5,1,BS,1.1606334853906328,0.17023416016954449,1.1316538161020024,0.17671113099868696,0.0834967817882464,4.714698316748038,4096
63,1.0,kappa_minus20,5,1,Heston,1.5465669263263577,0.22440438140371932,1.4962095999331717,0.18123673975858054,0.07499534409845127,5.244141800146878,4096
