maturity_days,strike_over_forward,scenario,fee_bps,rebalance_days,strategy,coarse_mse,fine_mse,mse_refinement_shift,mse_refinement_se
252,1.1,rho_plus10pp,0,5,Heston,8.785643983139334,8.797722778070913,0.012078794931578795,0.018215509706443474
252,1.1,rho_plus10pp,0,5,Adjusted,5.996458150489311,6.002123327993911,0.005665177504600487,0.014965487848495346
252,1.1,rho_plus10pp,5,1,BS,4.6609883287104115,4.657875509966969,-0.003112818743442965,0.01260534324249476
252,1.1,rho_plus10pp,5,1,Heston,6.345690388144492,6.347604671341479,0.0019142831969879807,0.01453828931216042
252,1.1,rho_plus10pp,5,1,Adjusted,4.035550088130298,4.03007873627311,-0.0054713518571888,0.010512834990610826
252,1.1,rho_plus10pp,5,5,BS,6.371143283037471,6.379423139344793,0.008279856307321563,0.01590599104423591
252,1.1,rho_plus10pp,5,5,Heston,8.199378384219683,8.211877183609793,0.012498799390112721,0.01742572907085304
252,1.1,rho_plus10pp,5,5,Adjusted,5.637089911572787,5.64264179131833,0.005551879745543841,0.014363841888938805
252,1.1,rho_plus10pp,10,1,BS,4.092054676480459,4.088301864231475,-0.003752812248983069,0.011223164243965286
252,1.1,rho_plus10pp,10,1,Heston,5.595378540951318,5.597340301838173,0.001961760886854432,0.013046703623810309
252,1.1,rho_plus10pp,10,1,Adjusted,3.6311329387371467,3.624361476828877,-0.006771461908269708,0.009384382429794735
252,1.1,rho_plus10pp,10,5,BS,5.967088571577377,5.975521366348161,0.00843279477078367,0.015234504142596913
252,1.1,rho_plus10pp,10,5,Heston,7.673502210980226,7.686364492366632,0.012862281386404915,0.016703093861525888
252,1.1,rho_plus10pp,10,5,Adjusted,5.334269380183117,5.339646806640316,0.005377426457199514,0.01382558036598248
